unit_id	flores_id	item_id	subject_id	task_type	translation_type	src_len_chr	mt_len_chr	tgt_len_chr	src_len_wrd	mt_len_wrd	tgt_len_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	n_pause_geq_300	len_pause_geq_300	n_pause_geq_1000	len_pause_geq_1000	event_time	num_annotations	last_modification_time	n_insert	n_delete	n_substitute	n_shift	tot_shifted_words	tot_edits	hter	cer	bleu	chrf	lang_id	doc_id	time_s	time_m	time_h	time_per_char	time_per_word	key_per_char	words_per_hour	words_per_minute	per_subject_visit_order	src_text	mt_text	tgt_text	aligned_edit
flores101-warmup-ita-3-pe1-2	601	flores101-warmup-32	ita_t1	pe1	pe	85	90.0	88	15	17.0	16	24.614	2	0	0	0	0	0	2	0	0	0	0	1	16801	1	16801	24614	1	1638435382	0.0	1.0	0.0	0.0	0.0	1.0	5.882	0.0222	85.79	96.12	ita	3	24.614	0.4102	0.0068	0.2896	1.6409	0.0235	2193.8734	36.5646	11	Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.	Hershey e Chase hanno usato i fagi, o virus, per impiantare il proprio DNA in un batterio.	Hershey e Chase hanno usato fagi, o virus, per impiantare il proprio DNA in un batterio.	REF:  hershey e chase hanno usato i fagi, o virus, per impiantare il proprio dna in un batterio.\nHYP:  hershey e chase hanno usato * fagi, o virus, per impiantare il proprio dna in un batterio.\nEVAL:                             D
flores101-warmup-ita-3-pe1-3	602	flores101-warmup-33	ita_t1	pe1	pe	143	125.0	128	24	21.0	21	21.024	8	8	0	0	0	0	0	0	0	0	0	1	7459	1	7459	21024	1	1638435382	0.0	0.0	1.0	0.0	0.0	1.0	4.762	0.04	91.32	93.39	ita	3	21.024	0.3504	0.0058	0.147	0.876	0.0559	4109.589	68.4932	12	They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.	Hanno fatto due esperimenti marcando il DNA del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.	Hanno condotto due esperimenti marcando il DNA del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.	REF:  hanno fatto    due esperimenti marcando il dna del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.\nHYP:  hanno condotto due esperimenti marcando il dna del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.\nEVAL:       S
flores101-warmup-ita-5-pe2-1	914	flores101-warmup-51	ita_t1	pe2	pe	89	102.0	98	15	15.0	15	38.133	15	15	0	0	0	0	0	0	0	0	0	3	17604	2	17262	38133	1	1638435392	0.0	0.0	2.0	0.0	0.0	2.0	13.333	0.1863	61.28	75.61	ita	5	38.133	0.6356	0.0106	0.4285	2.5422	0.1685	1416.0963	23.6016	13	An increasingly more popular option for those planning a gap-year is to travel and learn.	Un'opzione sempre più popolare per coloro che pianificano un anno d'intervallo è viaggiare e imparare.	Un'opzione sempre più diffusa per coloro che pianificano un anno sabbatico è viaggiare e imparare.	REF:  un'opzione sempre più popolare per coloro che pianificano un anno d'intervallo è viaggiare e imparare.\nHYP:  un'opzione sempre più diffusa  per coloro che pianificano un anno sabbatico    è viaggiare e imparare.\nEVAL:                       S                                           S
flores101-warmup-ita-5-pe2-2	915	flores101-warmup-52	ita_t1	pe2	pe	137	147.0	168	20	19.0	23	218.752	81	68	0	5	0	0	8	0	0	0	0	14	200258	8	197568	218752	2	1638435392	4.0	0.0	6.0	0.0	0.0	10.0	52.632	0.3333	36.08	62.43	ita	5	218.752	3.6459	0.0608	1.5967	10.9376	0.5912	329.1398	5.4857	14	This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education.	Questo è particolarmente popolare nei licenziati, permettendo loro di uscire un anno prima dell'università, senza compromettere la loro educazione.	Questa scelta è particolarmente gettonata tra i maturandi, permettendo loro di prendersi un anno di pausa prima dell'università, senza compromettere la loro istruzione.	REF:  ****** questo è particolarmente ********* popolare nei licenziati, permettendo loro di uscire    un anno ** ***** prima dell'università, senza compromettere la loro educazione.\nHYP:  questa scelta è particolarmente gettonata tra      i   maturandi,  permettendo loro di prendersi un anno di pausa prima dell'università, senza compromettere la loro istruzione.\nEVAL: I      S                        I         S        S   S                               S                 I  I                                                        S
flores101-warmup-ita-5-pe2-3	916	flores101-warmup-53	ita_t1	pe2	pe	145	173.0	201	24	24.0	30	261.161	166	123	0	17	1	1	22	0	1	1	0	32	236694	16	228258	261161	2	1638435392	6.0	0.0	6.0	1.0	1.0	13.0	54.167	0.3931	43.52	61.36	ita	5	261.161	4.3527	0.0725	1.8011	10.8817	1.1448	330.8304	5.5138	15	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	In molti casi, iscriversi a un corso di gap-year all'estero può effettivamente migliorare le possibilità di trasferirsi all'istruzione superiore nel vostro paese di origine.	In molti casi, iscriversi a un corso all'estero durante un anno sabbatico può effettivamente migliorare le possibilità di entrare nel mondo universitario una volta tornati nel proprio paese di origine.	REF:  in molti casi, iscriversi a un corso   ******* di gap-year   all'estero   ********* può effettivamente migliorare le possibilità di ******* *** ***** ************* trasferirsi all'istruzione superiore nel vostro  paese di origine.\nHYP:  in molti casi, iscriversi a un corso @ durante un anno     [ all'estero ] sabbatico può effettivamente migliorare le possibilità di entrare nel mondo universitario una         volta          tornati   nel proprio paese di origine.\nEVAL:                                        I       S  S                       I                                                         I       I   I     I             S           S              S             S
flores101-warmup-ita-5-pe2-4	917	flores101-warmup-54	ita_t1	pe2	pe	78	86.0	92	13	14.0	13	80.844	67	52	0	5	0	0	10	0	0	0	0	9	39889	5	37497	80844	1	1638435392	0.0	1.0	7.0	1.0	1.0	9.0	64.286	0.5523	20.33	46.74	ita	5	80.844	1.3474	0.0225	1.0365	6.2188	0.859	578.8927	9.6482	16	Typically there will be a tuition fee to enroll in these educational programs.	Di solito ci sarà un costo di scolarità per registrarsi in questi programmi educativi.	Di solito sono previste tasse universitarie per prendere parte a questi programmi educativi.	REF:  di solito ci sarà un       costo di              scolarità   per   registrarsi in questi programmi educativi.\nHYP:  di solito ** sono previste tasse universitarie @ prendere  [ per ] parte       a  questi programmi educativi.\nEVAL:           D  S    S        S     S               S                 S           S
flores101-warmup-ita-4-ht-1	541	flores101-warmup-41	ita_t1	ht	ht	149		174	28		26	391.419	247	185	0	31	3	0	27	0	0	1	0	49	353021	18	336377	391419	1	1638435478											ita	4	391.419	6.5236	0.1087	2.627	13.9792	1.6577	257.5245	4.2921	17	The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.		Il buddismo tibetano si basa sugli insegnamenti di Buddha, ma questi erano stati integrati dal percorso mahayana dell'amore e da numerose tecniche proprie dello yoga indiano.	
flores101-warmup-ita-4-ht-2	542	flores101-warmup-42	ita_t1	ht	ht	127		150	20		22	168.156	203	156	0	25	4	0	18	0	0	0	0	40	142783	12	128013	168156	2	1638435478											ita	4	168.156	2.8026	0.0467	1.3241	8.4078	1.5984	428.1738	7.1362	18	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		In linea di massima il buddismo tibetano è estremamente semplice. Consiste nello yoga Kundalini, nella meditazione e nel percorso di amore universale.	
flores101-warmup-ita-4-ht-3	543	flores101-warmup-43	ita_t1	ht	ht	147		169	18		21	57.96	175	145	0	20	7	0	3	0	0	0	0	29	30293	11	19455	57960	2	1638435478											ita	4	57.96	0.966	0.0161	0.3943	3.22	1.1905	1118.0124	18.6335	19	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		Con lo yoga Kundalini, l'energia Kundalini (energia di illuminazione) viene risvegliata attraverso posizioni di yoga, esercizi di respirazione, mantra e visualizzazioni.	
flores101-warmup-ita-4-ht-4	544	flores101-warmup-44	ita_t1	ht	ht	203		221	30		32	327.17	329	256	0	37	6	0	30	0	0	0	0	57	192148	25	174277	327170	1	1638435478											ita	4	327.17	5.4528	0.0909	1.6117	10.9057	1.6207	330.1036	5.5017	20	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		Il fulcro della meditazione tibetana è lo yoga delle divinità. Attraverso la visualizzazione di varie divinità, vengono puliti i canali dell'energia, vengono attivati i chakra e viene creata la coscienza di illuminazione.	
flores101-warmup-ita-1-ht-1	163	flores101-warmup-11	ita_t4	ht	ht	189		194	29		30	85.797	274	198	0	33	11	6	26	0	0	0	0	31	49176	12	40504	85797	1	1639578456											ita	1	85.797	1.43	0.0238	0.454	2.9585	1.4497	1216.8258	20.2804	1	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		In Francia, le elezioni sono per tradizione un'esperienza low-tech: gli elettori, soli all'interno di una cabina, inseriscono in una busta un foglio di carta in cui indicano il candidato scelto.	
flores101-warmup-ita-1-ht-2	164	flores101-warmup-12	ita_t4	ht	ht	120		159	20		22	37.593	176	143	0	22	7	1	3	0	0	0	0	19	12517	3	4312	37593	1	1639578456											ita	1	37.593	0.6266	0.0104	0.3133	1.8797	1.4667	1915.2502	31.9208	2	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.		Dopo che i funzionari hanno verificato l'identità dell'elettore, quest'ultimo fa cadere la busta all'interno di un'urna elettorale e firma la lista elettorale.	
flores101-warmup-ita-1-ht-3	165	flores101-warmup-13	ita_t4	ht	ht	62		67	8		8	50.547	113	89	0	10	1	9	4	0	0	0	0	14	32424	9	29953	50547	1	1639578456											ita	1	50.547	0.8424	0.014	0.8153	6.3184	1.8226	569.7668	9.4961	3	French electoral law rather strictly codifies the proceedings.		La legge elettorale francese disciplina rigorosamente la procedura.	
flores101-warmup-ita-1-ht-4	166	flores101-warmup-14	ita_t4	ht	ht	228		271	40		40	314.485	575	378	4	63	4	74	52	0	0	0	0	88	250440	38	224222	314485	1	1639578456											ita	1	314.485	5.2414	0.0874	1.3793	7.8621	2.5219	457.8915	7.6315	4	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.		Dal 1988, è necessario che l'urna elettorale sia trasparente in modo che gli elettori e gli scrutatori possano assicurarsi che non vi siano buste presenti all'inizio della votazione e che vengano inserite solo quelle regolarmente contegguate e degli elettori autorizzati.	
flores101-warmup-ita-1-ht-5	167	flores101-warmup-15	ita_t4	ht	ht	177		191	25		27	136.688	228	171	0	28	4	13	12	0	0	0	0	24	104953	11	98049	136688	1	1639578456											ita	1	136.688	2.2781	0.038	0.7722	5.4675	1.2881	658.4338	10.9739	5	Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.		I candidati possono inviare rappresentanti per assistere a ogni fase del processo. La sera, i voti vengono conteggiati dai volontari sotto stretta sorveglianza, secondo le procedure previste.	
flores101-warmup-ita-2-pe2-1	319	flores101-warmup-21	ita_t4	pe2	pe	102	114.0	133	13	16.0	19	97.579	70	39	0	3	3	20	4	1	0	0	0	9	85595	8	85235	97579	1	1639578855	3.0	0.0	5.0	0.0	0.0	8.0	50.0	0.3246	30.0	65.71	ita	2	97.579	1.6263	0.0271	0.9567	7.5061	0.6863	479.6114	7.9935	6	Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.	"Xinhua ha riportato che gli investigatori governativi hanno recuperato due registratori di volo ""in scatola nera""."	"Xinhua ha riferito che, mercoledì, gli ispettori governativi hanno recuperato due registratori dei dati di volo dalla ""scatola nera""."	"REF:  xinhua ha ******** riportato che        gli investigatori governativi hanno recuperato due registratori *** **** di volo ""in   scatola  nera"".\nHYP:  xinhua ha riferito che,      mercoledì, gli ispettori     governativi hanno recuperato due registratori dei dati di volo dalla ""scatola nera"".\nEVAL:           I        S         S              S                                                           I   I            S     S"
flores101-warmup-ita-2-pe2-2	320	flores101-warmup-22	ita_t4	pe2	pe	43	56.0	53	7	11.0	9	39.049	60	21	0	7	0	22	9	0	0	1	0	14	33736	8	30691	39049	1	1639578855	0.0	2.0	5.0	0.0	0.0	7.0	63.636	0.5179	14.32	29.97	ita	2	39.049	0.6508	0.0108	0.9081	5.5784	1.3953	645.343	10.7557	7	Fellow wrestlers also paid tribute to Luna.	Anche i compagni di lotta hanno fatto un tributo a Luna.	Anche altri amici wrestler hanno reso omaggio a Luna.	REF:  anche i compagni di    lotta    hanno fatto un   tributo a luna.\nHYP:  anche * altri    amici wrestler hanno ***** reso omaggio a luna.\nEVAL:       D S        S     S              D     S    S
flores101-warmup-ita-2-pe2-3	321	flores101-warmup-23	ita_t4	pe2	pe	162	160.0	192	29	29.0	34	143.218	118	60	0	8	2	22	25	0	0	1	0	27	129323	12	121561	143218	1	1639578855	5.0	0.0	6.0	0.0	0.0	11.0	37.931	0.3125	46.53	66.06	ita	2	143.218	2.387	0.0398	0.8841	4.9386	0.7284	728.9587	12.1493	8	"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman."""	"Tommy Dreamer ha detto ""Luna è stata la prima regina dell'Extreme. Il mio primo manager. Luna è morta la notte di due lune. Un'unica come lei. Una donna forte."""	"Tommy Dreamer ha dichiarato ""Luna è stata la prima Queen of Extreme. Il mio primo manager. Luna è morta nella notte delle due lune. Un evento unico, proprio come lei. Una donna davvero forte."""	"REF:  tommy dreamer ha detto      ""luna è stata la prima ***** regina dell'extreme. il mio primo manager. luna è morta la    notte di    due lune. ** ****** ****** un'unica come lei. una donna ******* forte.""\nHYP:  tommy dreamer ha dichiarato ""luna è stata la prima queen of     extreme.      il mio primo manager. luna è morta nella notte delle due lune. un evento unico, proprio  come lei. una donna davvero forte.""\nEVAL:                  S                                 I     S      S                                                S           S               I  I      I      S                            I"
flores101-warmup-ita-2-pe2-4	322	flores101-warmup-24	ita_t4	pe2	pe	150	156.0	151	23	25.0	22	49.516	7	0	0	0	1	2	4	0	0	0	0	5	47954	3	47016	49516	1	1639578855	0.0	3.0	3.0	0.0	0.0	6.0	24.0	0.0385	93.37	96.93	ita	2	49.516	0.8253	0.0138	0.3301	2.1529	0.0467	1672.1868	27.8698	9	"Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place."""	"Dustin ""Goldust"" Runnels ha commentato che ""Luna era stravagante quanto me... forse anche di più...la adoro e mi mancarà... spero sia in un posto migliore""."	"Dustin ""Goldust"" Runnels ha commentato: ""Luna era stravagante quanto me...forse anche di più...la adoro e mi mancarà...spero sia in un posto migliore""."	"REF:  dustin ""goldust"" runnels ha commentato che         ""luna era stravagante quanto me... forse      anche di più...la adoro e mi mancarà... spero           sia in un posto migliore"".\nHYP:  dustin ""goldust"" runnels ha ********** commentato: ""luna era stravagante quanto ***** me...forse anche di più...la adoro e mi ********** mancarà...spero sia in un posto migliore"".\nEVAL:                             D          S                                        D     S                                       D          S"
flores101-warmup-ita-3-pe1-1	600	flores101-warmup-31	ita_t4	pe1	pe	100	112.0	107	17	18.0	18	119.422	50	31	0	5	0	9	5	0	0	0	0	8	108202	4	106389	119422	1	1639579149	0.0	0.0	6.0	0.0	0.0	6.0	33.333	0.2411	44.48	68.89	ita	3	119.422	1.9904	0.0332	1.1942	7.0248	0.5	512.4684	8.5411	10	The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material.	L'esperimento di Hershey e Chase è stato uno dei principali suggerimenti che il DNA fosse un materiale genetico.	L'esperimento di Hershey e Chase è stato il primo a suggerire che il DNA riguardasse il materiale genetico.	REF:  l'esperimento di hershey e chase è stato uno dei   principali suggerimenti che il dna fosse       un materiale genetico.\nHYP:  l'esperimento di hershey e chase è stato il  primo a          suggerire    che il dna riguardasse il materiale genetico.\nEVAL:                                          S   S     S          S                       S           S
flores101-warmup-ita-3-pe1-2	601	flores101-warmup-32	ita_t4	pe1	pe	85	90.0	95	15	17.0	17	10.657	22	10	0	0	0	12	0	0	0	0	0	1	2453	1	2453	10657	1	1639579149	0.0	0.0	1.0	0.0	0.0	1.0	5.882	0.0667	85.79	90.01	ita	3	10.657	0.1776	0.003	0.1254	0.7105	0.2588	5067.0921	84.4515	11	Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.	Hershey e Chase hanno usato i fagi, o virus, per impiantare il proprio DNA in un batterio.	Hershey e Chase hanno utilizzato i fagi, o virus, per impiantare il proprio DNA in un batterio.	REF:  hershey e chase hanno usato      i fagi, o virus, per impiantare il proprio dna in un batterio.\nHYP:  hershey e chase hanno utilizzato i fagi, o virus, per impiantare il proprio dna in un batterio.\nEVAL:                       S
flores101-warmup-ita-3-pe1-3	602	flores101-warmup-33	ita_t4	pe1	pe	143	125.0	130	24	21.0	22	91.782	81	28	0	4	0	43	6	0	0	0	0	9	80938	7	79657	91782	1	1639579149	1.0	0.0	1.0	0.0	0.0	2.0	9.524	0.056	79.63	91.09	ita	3	91.782	1.5297	0.0255	0.6418	3.8242	0.5664	941.3611	15.6894	12	They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.	Hanno fatto due esperimenti marcando il DNA del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.	Hanno condotto due esperimenti marcando o il DNA del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.	REF:  hanno fatto    due esperimenti marcando * il dna del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.\nHYP:  hanno condotto due esperimenti marcando o il dna del fago con un fosforo radioattivo o la proteina del fago con zolfo radioattivo.\nEVAL:       S                                 I
flores101-warmup-ita-4-ht-1	541	flores101-warmup-41	ita_t4	ht	ht	149		159	28		25	282.937	332	205	0	35	5	46	40	1	0	0	0	55	231476	21	214176	282937	1	1639581858											ita	4	282.937	4.7156	0.0786	1.8989	10.1049	2.2282	356.2631	5.9377	13	The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.		Il Buddismo tibetano si fonda sugli insegnamenti di Buddha, ma è stato integrato con il sentiero Mahayana dell'amore e con diverse tecniche dello Yoga indiano.	
flores101-warmup-ita-4-ht-2	542	flores101-warmup-42	ita_t4	ht	ht	127		144	20		21	187.405	284	188	0	34	4	20	35	0	0	3	0	50	129993	27	117629	187405	2	1639581858											ita	4	187.405	3.1234	0.0521	1.4756	9.3702	2.2362	384.1947	6.4032	14	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		Fondamentalmente, il Buddismo tibetano è molto semplice. Si tratta di pratiche di Kundalini Yoga, meditazione e di percorsi di amore universale.	
flores101-warmup-ita-4-ht-3	543	flores101-warmup-43	ita_t4	ht	ht	147		155	18		19	202.281	157	115	0	18	8	6	8	0	0	2	0	20	181321	10	175407	202281	1	1639581858											ita	4	202.281	3.3714	0.0562	1.3761	11.2378	1.068	320.3464	5.3391	15	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		Con il Kundalini Yoga, l'energia Kundalini (energia spirituale) viene risvegliata tramite posture yoga, esercizi di respirazione, mantra e visualizzazioni.	
flores101-warmup-ita-4-ht-4	544	flores101-warmup-44	ita_t4	ht	ht	203		203	30		29	177.345	309	230	1	30	9	2	37	0	0	0	0	45	139174	10	119830	177345	1	1639581858											ita	4	177.345	2.9558	0.0493	0.8736	5.9115	1.5222	608.9825	10.1497	16	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		Al centro della meditazione tibetana c'è lo Yoga della divinità. Mediante la visualizzazione di varie divinità, i canali energetici vengono aperti, i chakra attivati e la coscienza spirituale realizzata.	
flores101-warmup-ita-5-pe2-1	914	flores101-warmup-51	ita_t4	pe2	pe	89	102.0	99	15	15.0	17	73.125	137	69	0	12	0	39	17	0	0	0	0	23	60592	12	55094	73125	1	1639582177	3.0	1.0	6.0	0.0	0.0	10.0	66.667	0.4853	18.8	45.31	ita	5	73.125	1.2188	0.0203	0.8216	4.875	1.5393	738.4615	12.3077	17	An increasingly more popular option for those planning a gap-year is to travel and learn.	Un'opzione sempre più popolare per coloro che pianificano un anno d'intervallo è viaggiare e imparare.	Una scelta sempre più diffusa tra chi pianifica un anno sabbatico è quella di viaggiare e imparare.	REF:  *** un'opzione sempre più popolare per     coloro che pianificano un anno d'intervallo è ****** ** viaggiare e imparare.\nHYP:  una scelta     sempre più ******** diffusa tra    chi pianifica   un anno sabbatico    è quella di viaggiare e imparare.\nEVAL: I   S                     D        S       S      S   S                   S              I      I
flores101-warmup-ita-5-pe2-2	915	flores101-warmup-52	ita_t4	pe2	pe	137	147.0	162	20	19.0	22	56.047	91	59	0	7	1	18	5	0	0	1	0	18	46982	11	42592	56047	1	1639582177	4.0	1.0	6.0	0.0	0.0	11.0	57.895	0.4082	25.81	57.49	ita	5	56.047	0.9341	0.0156	0.4091	2.8023	0.6642	1284.6361	21.4106	18	This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education.	Questo è particolarmente popolare nei licenziati, permettendo loro di uscire un anno prima dell'università, senza compromettere la loro educazione.	È particolarmente comune tra i neo-diplomati, poiché consente loro di prendersi un anno di pausa prima dell'università, senza compromettere la propria educazione.	REF:  questo è particolarmente ****** *** popolare nei            licenziati, permettendo loro di uscire    un anno ** ***** prima dell'università, senza compromettere la loro    educazione.\nHYP:  ****** è particolarmente comune tra i        neo-diplomati, poiché      consente    loro di prendersi un anno di pausa prima dell'università, senza compromettere la propria educazione.\nEVAL: D                        I      I   S        S              S           S                   S                 I  I                                                   S
flores101-warmup-ita-5-pe2-3	916	flores101-warmup-53	ita_t4	pe2	pe	145	173.0	151	24	24.0	22	78.032	164	99	0	14	0	35	16	0	0	0	0	22	58203	13	53655	78032	1	1639582177	0.0	2.0	7.0	1.0	1.0	10.0	41.667	0.3584	27.46	58.73	ita	5	78.032	1.3005	0.0217	0.5382	3.2513	1.131	1107.2381	18.454	19	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	In molti casi, iscriversi a un corso di gap-year all'estero può effettivamente migliorare le possibilità di trasferirsi all'istruzione superiore nel vostro paese di origine.	In molti casi, trascorrere un anno sabbatico all'estero può effettivamente aumentare le possibilità di tornare a studiare nel proprio paese di origine.	REF:  in molti casi, iscriversi    a   un corso di   gap-year  all'estero può effettivamente migliorare le possibilità di trasferirsi all'istruzione   superiore nel vostro  paese di origine.\nHYP:  in molti casi, trascorrere [ a ] un ***** anno sabbatico all'estero può effettivamente aumentare  le possibilità di *********** tornare        @ studiare  nel proprio paese di origine.\nEVAL:                S                    D     S    S                                       S                            D           S                S             S
flores101-warmup-ita-5-pe2-4	917	flores101-warmup-54	ita_t4	pe2	pe	78	86.0	81	13	14.0	11	30.77	87	62	0	9	1	13	2	0	0	0	0	8	20688	5	19486	30770	1	1639582177	0.0	3.0	8.0	0.0	0.0	11.0	78.571	0.6047	3.72	28.69	ita	5	30.77	0.5128	0.0085	0.3945	2.3669	1.1154	1520.962	25.3494	20	Typically there will be a tuition fee to enroll in these educational programs.	Di solito ci sarà un costo di scolarità per registrarsi in questi programmi educativi.	Generalmente, sono previsti dei costi di iscrizione per tali programmi didattici.	REF:  di solito        ci   sarà     un  costo di scolarità  per registrarsi in questi programmi educativi.\nHYP:  ** generalmente, sono previsti dei costi di iscrizione per *********** ** tali   programmi didattici.\nEVAL: D  S             S    S        S   S        S              D           D  S                S
flores101-warmup-ita-1-ht-1	163	flores101-warmup-11	ita_t5	ht	ht	189		204	29		33	2.524	1	0	0	0	0	0	0	0	0	1	0	1	678	0	0	2524	1	1638431000											ita	1	2.524	0.0421	0.0007	0.0134	0.087	0.0053	41362.916	689.3819	1	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		In Francia, il voto è tradizionalmente un'esperienza priva di tecnologia: gli elettori entrano in una cabina e mettono in una busta un foglio prestampato in cui è indicato il loro candidato di preferenza.	
flores101-warmup-ita-1-ht-2	164	flores101-warmup-12	ita_t5	ht	ht	120		130	20		18	10.045	24	16	0	0	0	1	6	0	0	1	0	7	7093	1	4642	10045	1	1638431000											ita	1	10.045	0.1674	0.0028	0.0837	0.5022	0.2	7167.7451	119.4624	2	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.		Dopo che i funzionari verificano l'identità dell'elettore, questo lascia cadere la busta nell'urna e firma il registro elettorale.	
flores101-warmup-ita-1-ht-3	165	flores101-warmup-13	ita_t5	ht	ht	62		82	8		9	7.076	13	6	0	1	0	2	3	0	0	1	0	3	1912	1	1149	7076	1	1638431000											ita	1	7.076	0.1179	0.002	0.1141	0.8845	0.2097	4070.0961	67.8349	3	French electoral law rather strictly codifies the proceedings.		La legge elettorale francese codifica piuttosto rigorosamente questo procedimento.	
flores101-warmup-ita-1-ht-4	166	flores101-warmup-14	ita_t5	ht	ht	228		265	40		41	3.641	1	0	0	0	0	0	0	0	0	1	0	1	346	0	0	3641	1	1638431000											ita	1	3.641	0.0607	0.001	0.016	0.091	0.0044	39549.5743	659.1596	4	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.		Dal 1988, le urne devono essere trasparenti in modo che gli elettori e gli osservatori possano testimoniare che non sono presenti buste all'inizio della votazione e che non vengono aggiunte altre buste se non quelle degli elettori debitamente contati e autorizzati.	
flores101-warmup-ita-1-ht-5	167	flores101-warmup-15	ita_t5	ht	ht	177		187	25		24	1.886	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1886	1	1638431000											ita	1	1.886	0.0314	0.0005	0.0107	0.0754	0.0056	47720.0424	795.334	5	Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.		I candidati possono inviare rappresentanti per assistere alla procedura elettorale. La sera, i voti vengono contati da volontari sotto stretta sorveglianza, seguendo procedure specifiche.	
flores101-warmup-ita-2-pe2-1	319	flores101-warmup-21	ita_t5	pe2	pe	102	114.0	90	13	16.0	12	48683.221	31	11	0	0	1	17	2	0	0	0	0	4	48679149	2	48677512	48683221	1	1638431004	0.0	4.0	3.0	0.0	0.0	7.0	43.75	0.2807	37.9	75.37	ita	2	48683.221	811.387	13.5231	477.2865	3744.8632	0.3039	0.9613	0.016	6	Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.	"Xinhua ha riportato che gli investigatori governativi hanno recuperato due registratori di volo ""in scatola nera""."	"Xinhua ha segnalato che gli investigatori governativi hanno recuperato due ""scatole nere""."	"REF:  xinhua ha riportato che gli investigatori governativi hanno recuperato due registratori di volo ""in scatola  nera"".\nHYP:  xinhua ha segnalato che gli investigatori governativi hanno recuperato due ************ ** **** *** ""scatole nere"".\nEVAL:           S                                                                D            D  D    D   S        S"
flores101-warmup-ita-2-pe2-2	320	flores101-warmup-22	ita_t5	pe2	pe	43	56.0	60	7	11.0	11	4.705	9	9	0	0	0	0	0	0	0	0	0	3	1838	0	0	4705	1	1638431004	0.0	0.0	1.0	0.0	0.0	1.0	9.091	0.1429	73.49	77.6	ita	2	4.705	0.0784	0.0013	0.1094	0.6721	0.2093	5356.0043	89.2667	7	Fellow wrestlers also paid tribute to Luna.	Anche i compagni di lotta hanno fatto un tributo a Luna.	Anche i compagni di wrestling hanno fatto un tributo a Luna.	REF:  anche i compagni di lotta     hanno fatto un tributo a luna.\nHYP:  anche i compagni di wrestling hanno fatto un tributo a luna.\nEVAL:                     S
